out_sim,in_sim,model,area,trial
0.155130310069796,0.1,c,ca3,1
0.1292696632895611,0.1,c,ca3,2
0.1583597517255695,0.1,c,ca3,3
0.1822688810097815,0.1,c,ca3,4
0.1009646697240792,0.1,c,ca3,5
0.1355549097339661,0.1,c,ca3,6
0.1768037458875299,0.1,c,ca3,7
0.1990241621563502,0.1,c,ca3,8
0.1178374412357303,0.1,c,ca3,9
0.146718761986267,0.1,c,ca3,10
0.107946338390093,0.2,c,ca3,1
0.0848006115101359,0.2,c,ca3,2
0.0966653575748625,0.2,c,ca3,3
0.1009383953620402,0.2,c,ca3,4
0.1441589496423763,0.2,c,ca3,5
0.1453040989178651,0.2,c,ca3,6
0.0957539639639377,0.2,c,ca3,7
0.1935125579776845,0.2,c,ca3,8
0.1581336740003264,0.2,c,ca3,9
0.1592016856285058,0.2,c,ca3,10
0.2207819154136046,0.3,c,ca3,1
0.1888659566965022,0.3,c,ca3,2
0.2902926044592294,0.3,c,ca3,3
0.2135108497324582,0.3,c,ca3,4
0.1597228008557822,0.3,c,ca3,5
0.2394261047085514,0.3,c,ca3,6
0.2237169775252006,0.3,c,ca3,7
0.2310196017601448,0.3,c,ca3,8
0.2494056080225678,0.3,c,ca3,9
0.3074720414863111,0.3,c,ca3,10
0.2851535628103839,0.4,c,ca3,1
0.2561448653311635,0.4,c,ca3,2
0.2326332881923423,0.4,c,ca3,3
0.2706622116996054,0.4,c,ca3,4
0.3069377290336734,0.4,c,ca3,5
0.2895451958924891,0.4,c,ca3,6
0.2211465327670403,0.4,c,ca3,7
0.3549623904128462,0.4,c,ca3,8
0.352014772687807,0.4,c,ca3,9
0.3265396064220016,0.4,c,ca3,10
0.2916072660408828,0.5,c,ca3,1
0.4109772763994125,0.5,c,ca3,2
0.2605108082278784,0.5,c,ca3,3
0.3079800542551124,0.5,c,ca3,4
0.3260201725470145,0.5,c,ca3,5
0.2813894124476916,0.5,c,ca3,6
0.3392732165174645,0.5,c,ca3,7
0.2752160625374409,0.5,c,ca3,8
0.3591566463935879,0.5,c,ca3,9
0.2878970221328255,0.5,c,ca3,10
0.4059242720865528,0.6,c,ca3,1
0.4244392772975395,0.6,c,ca3,2
0.4664009529740415,0.6,c,ca3,3
0.4393620396296233,0.6,c,ca3,4
0.4077243261236941,0.6,c,ca3,5
0.4751379026761517,0.6,c,ca3,6
0.4503667386249165,0.6,c,ca3,7
0.4222406259195726,0.6,c,ca3,8
0.493552215792556,0.6,c,ca3,9
0.4791784830191472,0.6,c,ca3,10
0.6097684514668998,0.7,c,ca3,1
0.6528818319834042,0.7,c,ca3,2
0.6378876682978384,0.7,c,ca3,3
0.6045044207158181,0.7,c,ca3,4
0.5783748238035722,0.7,c,ca3,5
0.6368265369302513,0.7,c,ca3,6
0.6391004221535368,0.7,c,ca3,7
0.6219232277347162,0.7,c,ca3,8
0.6228783693954278,0.7,c,ca3,9
0.6411015466912879,0.7,c,ca3,10
0.7792957946147993,0.8,c,ca3,1
0.8318629817949114,0.8,c,ca3,2
0.7536733333767976,0.8,c,ca3,3
0.809481662493327,0.8,c,ca3,4
0.7520509372149687,0.8,c,ca3,5
0.7489034218846427,0.8,c,ca3,6
0.8497798901536897,0.8,c,ca3,7
0.7093351573595792,0.8,c,ca3,8
0.8646673343810035,0.8,c,ca3,9
0.7734314609945766,0.8,c,ca3,10
0.9954956812319702,0.9,c,ca3,1
0.9425784682603152,0.9,c,ca3,2
0.8583220713278845,0.9,c,ca3,3
0.9837292671593496,0.9,c,ca3,4
0.8023212468957246,0.9,c,ca3,5
0.8853777742528268,0.9,c,ca3,6
0.9880409840740196,0.9,c,ca3,7
0.9768557629540804,0.9,c,ca3,8
0.9708671654637064,0.9,c,ca3,9
0.9693427154898124,0.9,c,ca3,10
0.1309533002112027,0.1,c,dg,1
0.2876559599923401,0.1,c,dg,2
0.1515681310074976,0.1,c,dg,3
0.2000506087158605,0.1,c,dg,4
0.1577182029739929,0.1,c,dg,5
0.1605997342892779,0.1,c,dg,6
0.1126633415127861,0.1,c,dg,7
0.126817239728792,0.1,c,dg,8
0.1365273112832882,0.1,c,dg,9
0.1805322926749979,0.1,c,dg,10
0.1031606958119411,0.2,c,dg,1
0.2299517269447598,0.2,c,dg,2
0.0851068322554391,0.2,c,dg,3
0.2114280596768673,0.2,c,dg,4
0.2696459216627956,0.2,c,dg,5
0.1354146047465231,0.2,c,dg,6
0.1680754487416466,0.2,c,dg,7
0.2567146948549154,0.2,c,dg,8
0.2470725408775508,0.2,c,dg,9
0.1902820670176125,0.2,c,dg,10
0.189911642245409,0.3,c,dg,1
0.2275715421347879,0.3,c,dg,2
0.2545548030189808,0.3,c,dg,3
0.2065032185149364,0.3,c,dg,4
0.1873697459579799,0.3,c,dg,5
0.2038079726671439,0.3,c,dg,6
0.1790847889267345,0.3,c,dg,7
0.1541233977722055,0.3,c,dg,8
0.1001105775808467,0.3,c,dg,9
0.2234321209463293,0.3,c,dg,10
0.2754660139835038,0.4,c,dg,1
0.2674286124308236,0.4,c,dg,2
0.3159625901301577,0.4,c,dg,3
0.2326361386179022,0.4,c,dg,4
0.2641856144409571,0.4,c,dg,5
0.2630700525763815,0.4,c,dg,6
0.2734691291057094,0.4,c,dg,7
0.193802422526893,0.4,c,dg,8
0.1553108645823008,0.4,c,dg,9
0.199314677290104,0.4,c,dg,10
0.3323958964258649,0.5,c,dg,1
0.2985578076346016,0.5,c,dg,2
0.2464367408701941,0.5,c,dg,3
0.2317884268072657,0.5,c,dg,4
0.323194977773879,0.5,c,dg,5
0.2017268595193148,0.5,c,dg,6
0.3226136226638809,0.5,c,dg,7
0.2487354152168513,0.5,c,dg,8
0.2037818408029991,0.5,c,dg,9
0.2781862747480657,0.5,c,dg,10
0.3166951489111707,0.6,c,dg,1
0.2991661706216884,0.6,c,dg,2
0.3087975780831211,0.6,c,dg,3
0.2701408070249598,0.6,c,dg,4
0.3436811510324041,0.6,c,dg,5
0.4172314448468623,0.6,c,dg,6
0.2862202473897974,0.6,c,dg,7
0.3102378364181578,0.6,c,dg,8
0.2867125661860926,0.6,c,dg,9
0.299246633941391,0.6,c,dg,10
0.5898994763416741,0.7,c,dg,1
0.612714352662723,0.7,c,dg,2
0.6274625880580726,0.7,c,dg,3
0.5891758030475434,0.7,c,dg,4
0.6433660180235449,0.7,c,dg,5
0.6359043091053197,0.7,c,dg,6
0.533983962495696,0.7,c,dg,7
0.604219600922602,0.7,c,dg,8
0.5550803991688967,0.7,c,dg,9
0.5600839424389116,0.7,c,dg,10
0.744295768622301,0.8,c,dg,1
0.6976029134724827,0.8,c,dg,2
0.6806364726351314,0.8,c,dg,3
0.7268755974197147,0.8,c,dg,4
0.6685672986724811,0.8,c,dg,5
0.644242583823059,0.8,c,dg,6
0.7271117939015481,0.8,c,dg,7
0.7082932359746834,0.8,c,dg,8
0.65350533782554,0.8,c,dg,9
0.7186165834383789,0.8,c,dg,10
0.8052465371676869,0.9,c,dg,1
0.7447639931951624,0.9,c,dg,2
0.7858131429928754,0.9,c,dg,3
0.7334866123549209,0.9,c,dg,4
0.7991382678497495,0.9,c,dg,5
0.7913307877334402,0.9,c,dg,6
0.8406329704802258,0.9,c,dg,7
0.7942201606100852,0.9,c,dg,8
0.7505619106203604,0.9,c,dg,9
0.7440553704060334,0.9,c,dg,10
0.0482255119741028,0.1,ng,ca3,1
0.0275956998014439,0.1,ng,ca3,2
0.0836685072957604,0.1,ng,ca3,3
0.0567078269335584,0.1,ng,ca3,4
0.0595271984330342,0.1,ng,ca3,5
0.0835544190022785,0.1,ng,ca3,6
0.0641671372181706,0.1,ng,ca3,7
0.0183292103791742,0.1,ng,ca3,8
0.0164503428399258,0.1,ng,ca3,9
0.0146888375592543,0.1,ng,ca3,10
0.0333474406440233,0.2,ng,ca3,1
0.0730236960656045,0.2,ng,ca3,2
0.0934809037038178,0.2,ng,ca3,3
0.0670046221830243,0.2,ng,ca3,4
0.176750842580453,0.2,ng,ca3,5
0.1040544804072353,0.2,ng,ca3,6
0.0410238592385477,0.2,ng,ca3,7
0.0747255866321936,0.2,ng,ca3,8
0.1340160745815015,0.2,ng,ca3,9
0.0952614466443329,0.2,ng,ca3,10
0.1724581400786279,0.3,ng,ca3,1
0.1706381312733734,0.3,ng,ca3,2
0.1469976269822816,0.3,ng,ca3,3
0.1586840925439621,0.3,ng,ca3,4
0.2248196967967246,0.3,ng,ca3,5
0.1792793460490462,0.3,ng,ca3,6
0.2493961703139053,0.3,ng,ca3,7
0.1733315146281214,0.3,ng,ca3,8
0.2190964435800559,0.3,ng,ca3,9
0.1764017030466595,0.3,ng,ca3,10
0.1159412454048261,0.4,ng,ca3,1
0.0332101177909668,0.4,ng,ca3,2
0.1183666476248146,0.4,ng,ca3,3
0.0371019466788823,0.4,ng,ca3,4
0.0411094718391526,0.4,ng,ca3,5
0.0568916978867884,0.4,ng,ca3,6
0.1081281431245191,0.4,ng,ca3,7
0.0734112856277288,0.4,ng,ca3,8
0.043543962053656,0.4,ng,ca3,9
0.0354800660482248,0.4,ng,ca3,10
0.1248012505503036,0.5,ng,ca3,1
0.1568417982119497,0.5,ng,ca3,2
0.1182555112248328,0.5,ng,ca3,3
0.1748700820137324,0.5,ng,ca3,4
0.1132223128031292,0.5,ng,ca3,5
0.129656503571415,0.5,ng,ca3,6
0.215525032832509,0.5,ng,ca3,7
0.1894625066298875,0.5,ng,ca3,8
0.1366733956128115,0.5,ng,ca3,9
0.1313633356910892,0.5,ng,ca3,10
0.2368927763992269,0.6,ng,ca3,1
0.1746432537371628,0.6,ng,ca3,2
0.2265352078935583,0.6,ng,ca3,3
0.2065575826188509,0.6,ng,ca3,4
0.1452898365635297,0.6,ng,ca3,5
0.189123030112979,0.6,ng,ca3,6
0.1927143960051522,0.6,ng,ca3,7
0.1940942279485321,0.6,ng,ca3,8
0.2017528885148739,0.6,ng,ca3,9
0.1639988115238202,0.6,ng,ca3,10
0.1923970839189616,0.7,ng,ca3,1
0.1550290270695058,0.7,ng,ca3,2
0.2915051758813907,0.7,ng,ca3,3
0.2272690921348705,0.7,ng,ca3,4
0.223053466097489,0.7,ng,ca3,5
0.2208995097820461,0.7,ng,ca3,6
0.2471960376618631,0.7,ng,ca3,7
0.2507544509854186,0.7,ng,ca3,8
0.1462476344480919,0.7,ng,ca3,9
0.2330322324562475,0.7,ng,ca3,10
0.2516123720169149,0.8,ng,ca3,1
0.2673648631000428,0.8,ng,ca3,2
0.2286418064122769,0.8,ng,ca3,3
0.1425121258329078,0.8,ng,ca3,4
0.209383138111327,0.8,ng,ca3,5
0.250411522982805,0.8,ng,ca3,6
0.2453438097718003,0.8,ng,ca3,7
0.2008876620460356,0.8,ng,ca3,8
0.2235131788112734,0.8,ng,ca3,9
0.2733546212560346,0.8,ng,ca3,10
0.2354842423747782,0.9,ng,ca3,1
0.199687351297511,0.9,ng,ca3,2
0.0807149770519463,0.9,ng,ca3,3
0.1109793913345826,0.9,ng,ca3,4
0.1832694981056654,0.9,ng,ca3,5
0.1215362972309216,0.9,ng,ca3,6
0.1888299127708447,0.9,ng,ca3,7
0.2174169511940145,0.9,ng,ca3,8
0.1644618289548368,0.9,ng,ca3,9
0.0952511026297983,0.9,ng,ca3,10
0.0457634983286797,0.1,ng,dg,1
0.1309308256504078,0.1,ng,dg,2
0.1719089453833464,0.1,ng,dg,3
0.0063333980582751,0.1,ng,dg,4
0.0988163830226402,0.1,ng,dg,5
0.0040396038075254,0.1,ng,dg,6
0.0051461631481701,0.1,ng,dg,7
0.0506428568525136,0.1,ng,dg,8
0.0426128309841647,0.1,ng,dg,9
0.0081685992984504,0.1,ng,dg,10
0.091830066207049,0.2,ng,dg,1
0.1828648396047904,0.2,ng,dg,2
0.1677431824364373,0.2,ng,dg,3
0.2735625813642213,0.2,ng,dg,4
0.1442564851698021,0.2,ng,dg,5
0.1406244615723559,0.2,ng,dg,6
0.1461219405513455,0.2,ng,dg,7
0.1328440050073178,0.2,ng,dg,8
0.0952878020421167,0.2,ng,dg,9
0.1950035627671206,0.2,ng,dg,10
0.0498519883019635,0.3,ng,dg,1
0.1374684591315346,0.3,ng,dg,2
0.1019718016178492,0.3,ng,dg,3
0.0916292769819304,0.3,ng,dg,4
0.0810841338350485,0.3,ng,dg,5
0.0348435133127099,0.3,ng,dg,6
0.1252159863596507,0.3,ng,dg,7
0.0935739410760389,0.3,ng,dg,8
0.2079946349880719,0.3,ng,dg,9
0.0956510399933827,0.3,ng,dg,10
0.1289635750848302,0.4,ng,dg,1
0.0726823938000794,0.4,ng,dg,2
0.1513066155836506,0.4,ng,dg,3
0.1332527350377068,0.4,ng,dg,4
0.1399926918838998,0.4,ng,dg,5
0.1512308535062407,0.4,ng,dg,6
0.0924216895661069,0.4,ng,dg,7
0.1145322862323343,0.4,ng,dg,8
0.2174010835237093,0.4,ng,dg,9
0.1445601020273029,0.4,ng,dg,10
0.1537445957547012,0.5,ng,dg,1
0.1039732892497072,0.5,ng,dg,2
0.1990841208652348,0.5,ng,dg,3
0.2845866293943587,0.5,ng,dg,4
0.2742576824010905,0.5,ng,dg,5
0.1430025521711788,0.5,ng,dg,6
0.1506087300293492,0.5,ng,dg,7
0.1580677535101757,0.5,ng,dg,8
0.1485746062620654,0.5,ng,dg,9
0.0968112966078911,0.5,ng,dg,10
0.2413693330527432,0.6,ng,dg,1
0.1203850176072414,0.6,ng,dg,2
0.1570529616726013,0.6,ng,dg,3
0.2356294301120214,0.6,ng,dg,4
0.1411774869108581,0.6,ng,dg,5
0.1813149115153187,0.6,ng,dg,6
0.1456029285041642,0.6,ng,dg,7
0.2331355616639298,0.6,ng,dg,8
0.1124677338505939,0.6,ng,dg,9
0.1963874701226378,0.6,ng,dg,10
0.1483855117814589,0.7,ng,dg,1
0.1157465289593495,0.7,ng,dg,2
0.1359191834957499,0.7,ng,dg,3
0.1026309269856055,0.7,ng,dg,4
0.0899548740799633,0.7,ng,dg,5
0.0984357912112939,0.7,ng,dg,6
0.1340452560655206,0.7,ng,dg,7
0.1128573607544559,0.7,ng,dg,8
0.1561040367151946,0.7,ng,dg,9
0.1594295016862424,0.7,ng,dg,10
0.147714172978486,0.8,ng,dg,1
0.1193673848446659,0.8,ng,dg,2
0.1563157977936004,0.8,ng,dg,3
0.1211324215297314,0.8,ng,dg,4
0.2007044194680789,0.8,ng,dg,5
0.0942732199794449,0.8,ng,dg,6
0.1971539542315887,0.8,ng,dg,7
0.1898758047389083,0.8,ng,dg,8
0.1366692039321328,0.8,ng,dg,9
0.18145556831793,0.8,ng,dg,10
0.0951764001763122,0.9,ng,dg,1
0.1849523655037959,0.9,ng,dg,2
0.1600681563699975,0.9,ng,dg,3
0.1588307495440369,0.9,ng,dg,4
0.1207891871810582,0.9,ng,dg,5
0.2353875860798678,0.9,ng,dg,6
0.2462510886120557,0.9,ng,dg,7
0.1213139265153887,0.9,ng,dg,8
0.1311067444279731,0.9,ng,dg,9
0.2076083159303054,0.9,ng,dg,10
0.0217027440226027,0.1,ngt,ca3,1
0.0114691538979457,0.1,ngt,ca3,2
0.0210073713543628,0.1,ngt,ca3,3
0.0244864032959534,0.1,ngt,ca3,4
0.059849468895145,0.1,ngt,ca3,5
0.0417904707660425,0.1,ngt,ca3,6
0.0338715300274641,0.1,ngt,ca3,7
0.1037700806728167,0.1,ngt,ca3,8
0.0020599706338174,0.1,ngt,ca3,9
0.0625287218024901,0.1,ngt,ca3,10
0.0012080905719359,0.2,ngt,ca3,1
0.0559516457767329,0.2,ngt,ca3,2
0.0064020822223027,0.2,ngt,ca3,3
0.1052748009484644,0.2,ngt,ca3,4
0.0016821863240476,0.2,ngt,ca3,5
0.0083591125814054,0.2,ngt,ca3,6
0.0102800426526544,0.2,ngt,ca3,7
0.079876519275169,0.2,ngt,ca3,8
0.053367019568562,0.2,ngt,ca3,9
0.0061421983495159,0.2,ngt,ca3,10
0.0742759358845977,0.3,ngt,ca3,1
0.0532954570542849,0.3,ngt,ca3,2
0.1048506314224902,0.3,ngt,ca3,3
0.10098058079518,0.3,ngt,ca3,4
0.113184530653581,0.3,ngt,ca3,5
0.0831219117867405,0.3,ngt,ca3,6
0.0539753603285497,0.3,ngt,ca3,7
0.0441465819892068,0.3,ngt,ca3,8
0.096920204283924,0.3,ngt,ca3,9
0.1092092867308199,0.3,ngt,ca3,10
0.0523325314899763,0.4,ngt,ca3,1
0.0746678212434393,0.4,ngt,ca3,2
0.0281490055774824,0.4,ngt,ca3,3
0.0606596663464728,0.4,ngt,ca3,4
0.0860957718976587,0.4,ngt,ca3,5
0.0822450569712424,0.4,ngt,ca3,6
0.131433350980292,0.4,ngt,ca3,7
0.2713701440813716,0.4,ngt,ca3,8
0.1239645325199578,0.4,ngt,ca3,9
0.0755542228525698,0.4,ngt,ca3,10
0.116242502617566,0.5,ngt,ca3,1
0.0955503685922991,0.5,ngt,ca3,2
0.1103053102151136,0.5,ngt,ca3,3
0.208229950933129,0.5,ngt,ca3,4
0.1160954531389553,0.5,ngt,ca3,5
0.1118192319091893,0.5,ngt,ca3,6
0.1263794073571315,0.5,ngt,ca3,7
0.1515519319747437,0.5,ngt,ca3,8
0.1467976235158221,0.5,ngt,ca3,9
0.228973335785503,0.5,ngt,ca3,10
0.0683106239446605,0.6,ngt,ca3,1
0.0793264664497001,0.6,ngt,ca3,2
0.181489828220343,0.6,ngt,ca3,3
0.170287547647599,0.6,ngt,ca3,4
0.1000812079521904,0.6,ngt,ca3,5
0.1734501806681962,0.6,ngt,ca3,6
0.105511467141062,0.6,ngt,ca3,7
0.1081691954512079,0.6,ngt,ca3,8
0.1497194255681605,0.6,ngt,ca3,9
0.1814582054378889,0.6,ngt,ca3,10
0.1725350164359585,0.7,ngt,ca3,1
0.0720572747046213,0.7,ngt,ca3,2
0.2231414394501508,0.7,ngt,ca3,3
0.1648395454964059,0.7,ngt,ca3,4
0.1308004308898072,0.7,ngt,ca3,5
0.1811237291956763,0.7,ngt,ca3,6
0.0800264190913735,0.7,ngt,ca3,7
0.1991466194884462,0.7,ngt,ca3,8
0.2190909416730191,0.7,ngt,ca3,9
0.1006793478339441,0.7,ngt,ca3,10
0.0989620742848511,0.8,ngt,ca3,1
0.0752632996561803,0.8,ngt,ca3,2
0.0502115101568863,0.8,ngt,ca3,3
0.1448021046311245,0.8,ngt,ca3,4
0.179326527862495,0.8,ngt,ca3,5
0.0870034300845117,0.8,ngt,ca3,6
0.234888425465409,0.8,ngt,ca3,7
0.1269601293964569,0.8,ngt,ca3,8
0.0850041500022796,0.8,ngt,ca3,9
0.1057870148852396,0.8,ngt,ca3,10
0.1041376446702174,0.9,ngt,ca3,1
0.1207854929076464,0.9,ngt,ca3,2
0.0709807009339149,0.9,ngt,ca3,3
0.0495548365003693,0.9,ngt,ca3,4
0.1121012109308566,0.9,ngt,ca3,5
0.1266069065275682,0.9,ngt,ca3,6
0.1058985099103352,0.9,ngt,ca3,7
0.0183452257862419,0.9,ngt,ca3,8
0.1311288333592848,0.9,ngt,ca3,9
0.1381436783216626,0.9,ngt,ca3,10
0.0207939304682058,0.1,ngt,dg,1
0.0539033869244335,0.1,ngt,dg,2
0.0429362928181415,0.1,ngt,dg,3
0.0118939658727198,0.1,ngt,dg,4
0.0614598332467968,0.1,ngt,dg,5
0.0154052421465794,0.1,ngt,dg,6
0.0065801863247297,0.1,ngt,dg,7
0.1192551267521886,0.1,ngt,dg,8
0.0475256719882917,0.1,ngt,dg,9
0.0260438715819699,0.1,ngt,dg,10
0.0317951232183568,0.2,ngt,dg,1
0.0456049880303936,0.2,ngt,dg,2
0.065928052370615,0.2,ngt,dg,3
0.0065485921062461,0.2,ngt,dg,4
0.0198537048056128,0.2,ngt,dg,5
0.0183381414909902,0.2,ngt,dg,6
0.0046119585326091,0.2,ngt,dg,7
0.0555845561876403,0.2,ngt,dg,8
0.0416356486121118,0.2,ngt,dg,9
0.0439520469552559,0.2,ngt,dg,10
0.0663309754927723,0.3,ngt,dg,1
0.0797087022554138,0.3,ngt,dg,2
0.1241901937446638,0.3,ngt,dg,3
0.0799899712568386,0.3,ngt,dg,4
0.1186996195885311,0.3,ngt,dg,5
0.0578919366790455,0.3,ngt,dg,6
0.0880224861090769,0.3,ngt,dg,7
0.1576283865811812,0.3,ngt,dg,8
0.0952967958684369,0.3,ngt,dg,9
0.0448760202434395,0.3,ngt,dg,10
0.0970142376327368,0.4,ngt,dg,1
0.1794756961919649,0.4,ngt,dg,2
0.0300795723888876,0.4,ngt,dg,3
0.0587389224391123,0.4,ngt,dg,4
0.0172586335535284,0.4,ngt,dg,5
0.0334093444274868,0.4,ngt,dg,6
0.0260473199182484,0.4,ngt,dg,7
0.0835205101434575,0.4,ngt,dg,8
0.0540923550223005,0.4,ngt,dg,9
0.178620579605996,0.4,ngt,dg,10
0.1982347848128154,0.5,ngt,dg,1
0.0849569503172888,0.5,ngt,dg,2
0.1546159601146458,0.5,ngt,dg,3
0.0997795105644589,0.5,ngt,dg,4
0.0437649061903777,0.5,ngt,dg,5
0.0842582453251902,0.5,ngt,dg,6
0.0952316894077572,0.5,ngt,dg,7
0.1582563042206647,0.5,ngt,dg,8
0.0986906877543739,0.5,ngt,dg,9
0.1340011020083385,0.5,ngt,dg,10
0.1101457023574693,0.6,ngt,dg,1
0.108404368675122,0.6,ngt,dg,2
0.0699217612810639,0.6,ngt,dg,3
0.0421144345578444,0.6,ngt,dg,4
0.2045504982899694,0.6,ngt,dg,5
0.0781026112941293,0.6,ngt,dg,6
0.0234093248837277,0.6,ngt,dg,7
0.0280951755815658,0.6,ngt,dg,8
0.0434732268615678,0.6,ngt,dg,9
0.0787329920079008,0.6,ngt,dg,10
0.0752565327504975,0.7,ngt,dg,1
0.1809549256071129,0.7,ngt,dg,2
0.1490254108482571,0.7,ngt,dg,3
0.040698037013146,0.7,ngt,dg,4
0.149892633847768,0.7,ngt,dg,5
0.0989298905629512,0.7,ngt,dg,6
0.2101211741302716,0.7,ngt,dg,7
0.1175879011696834,0.7,ngt,dg,8
0.0370499218442097,0.7,ngt,dg,9
0.1050806672227852,0.7,ngt,dg,10
0.0794649542608598,0.8,ngt,dg,1
0.0739537473102626,0.8,ngt,dg,2
0.1196504873749195,0.8,ngt,dg,3
0.0793148556498067,0.8,ngt,dg,4
0.0971049692856855,0.8,ngt,dg,5
0.0972542939446497,0.8,ngt,dg,6
0.1822021485268658,0.8,ngt,dg,7
0.1622913838669906,0.8,ngt,dg,8
0.0697612554917845,0.8,ngt,dg,9
0.2470170951484913,0.8,ngt,dg,10
0.2592023591048215,0.9,ngt,dg,1
0.121367411577949,0.9,ngt,dg,2
0.1617378232994914,0.9,ngt,dg,3
0.0855958497919007,0.9,ngt,dg,4
0.0845098443530819,0.9,ngt,dg,5
0.1009587916804914,0.9,ngt,dg,6
0.0872115791641346,0.9,ngt,dg,7
0.0993240535359155,0.9,ngt,dg,8
0.1201970433727633,0.9,ngt,dg,9
0.0806557753328904,0.9,ngt,dg,10
